Level Title,Course ID,Username,Game Style,Theme,Brief Description,Difficulty,Picture
The Mushroom Key,B290-0000-004C-D5D9,JWL1986,NSMBU,Ghost House,"In order to reach the exit, you must grab a Mushroom & bring it back to start.",Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkdAeSUfg
The Notorious Ghost House,6746-0000-0053-0620,Awesome1440,SMW,Ghost House,Fun ghost house where the exit is not obvious,Medium,
The Perfect Run,1B00-0000-003F-B1B3,JonnyJinx,NSMBU,Ground/Castle,A 2D rendition of The Perfect Run from Super Mario Galaxy 2,Very Hard,https://miiverse.nintendo.net/posts/AYQHAAABAAAtVHhnsevXLA
The Secrets of Neverlook Hostel,87A8-0000-0046-F784,atmb82,SMW,Ghost House,"Mario goes on holiday to the mountain. There, he knows about a legend regarding the Neverlook hostel, an abandoned manor above the peak. It seems that treasures are in the place, and 10 hidden 1-Up mushrooms. Mario leaves to find if the legend is true, but he gets informed that someone else is interested about the treasure... Normal difficulty, 2 hidden area, 10 hidden 1-up mushrooms, 1 hidden boss, storytelling comments. Enjoy ""The secrets of Neverlook Hostel""",Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZVtn40eHhvUq
The Slaughterhouse,7FC7-0000-0060-791B,Tut,NSMBU,Castle,Walljumping and platforming around saws.,Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkdy7NKzQ
The Thwomp Bridge Battle,F76B-0000-001C-0290,koolboyman,SMB,Castle,You'll need some help from some of the baddies for this one.,Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iYCt000lkYNrO
The Ultimate Trickhouse,250F-0000-001A-0009,Mike-Wazowski24,SMW,Ghost House/Ground,Can you solve the puzzles of this lost haunted house?,Hard-Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkbjIL39A
The Underground Bridge 2 Victory,3F77-0000-0019-4CF2,N-Mario1984,SMB3,Ground/Ghost House,Avoid the P Switches as much as possible.,Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iX-wG80Ryan-Q
The Underground Fortress,281F-0000-003D-F425,Byonra,SMB,Castle / Ground,There's a hidden fortress beneath what remains of Lost Levels 1-1...,Medium - Hard,
The Underground Vertical Climb!,1441-0000-007B-7910,N-Mario1984,SMW,Underground,Think you have what it takes to climb to the top?,Hard,
The world's most boring level,5984-0000-003A-65B7,U mad bro?,SMB,Ground,The name says it all,Easy (but boring),
The Worlds smallest level.,6825-0000-0043-1F64,Mike-Wazowski24,SMW,Ground/Undeground,"The worlds smallest level... I dont lie, Do I?",Hard,
Those faithful prison bonds,FB00-0000-005E-66A7,JedHawk,SMB,Castle,Break out of the prison and its grounds with the help of a friend,Medium,
Three Towers,8BC2-0000-003D-AB06,Sfynx82,SMB,Ground,Three vertical mini levels to choose from.,Hard,
Through The water and flames,D2FC-0000-003A-C1C4,Flynch3211,SMW,Underwater,Classic underwater with a twist,Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iY3YZYL7mVphg
Thwomp Again!,ACF8-0000-0045-4B5E,Chuck,NSMBU,Underground,"Pay attention to the arrows, and don't get squashed by the thwomps (this level has 3 hidden 1-up mushrooms).",Medium,
Thwomp Castle,1706-0000-0046-BE06,Soccerman95,NSMBU,Castle,Make your way through a castle full of devious Thwomps tossing obstcales,Medium,
Thwomp Tower,2975-0000-0031-C836,TWN,SMW,Ghost House,Based around avoiding/blocking falling thwomps,Medium - Hard,
Thwomp's Fortress,FF09-0000-003D-4DD6,Revegelance,NSMBU,Castle,"A difficult stage with interesting hazards, and clever use of Thwomps.",Very Hard,
Tiny ghost house,02D7-0000-007B-BF0A,shinryuu_,SMW,Ghost House,A single screen tiny ghost house,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkfJzyCxw
To the Sewers!,4A74-0000-0059-8525,Awesome1440,SMB3,Ground/Underground,Underground level just like you'd see in a real mario adventure.,Easy,
Toad Climbs the Stairs,F734-0000-004A-8A03,IcarusGirl,SMB,Ground,,Extremely Easy,
Toad's Adventure,C99C-0000-0016-D47A,,SMB,Ground,The first ? Block is the Toad Mystery Mushroom.,Easy,
Torta Hills 1,A491-0000-0035-0640,,SMW,Ground,Classic / Traditional SMW platforming. World 2.,Easy,
Torta Hills 2,2BF8-0000-0028-09CE,,SMW,Ground,Classic / Traditional SMW platforming. World 2.,Easy,
Torta Hills 3,E3AC-0000-0021-6D4F,,SMW,Ground,Classic / Traditional SMW platforming. World 2.,Easy,
Torta Hills 4,C7CC-0000-0027-F360,,SMW,Ground,Classic / Traditional SMW platforming. World 2.,Easy,
Tower of Sour (EXTREME HARD),7D55-0000-0069-D59F,Aiji,SMW,Castle,"A very long and grueling tower-like stage, this one requires a lot of patients (and platforming skills) to complete.",Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkeNP3aTQ
Towers of Piramhas,CFD9-0000-0066-3CDC,Sab Liath,NSMBU,Ground,"Head up and down, and get the star to pass the Fire Piranhas ",Easy-Medium,
Training Stage (MEDIUM),2C92-0000-0044-5912,Aiji,SMB,Ground,"A fun, simple stage with minor obstacles (no gimmicks)",Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkcq9Hxrg
Tramplerine,C84B-0000-0016-E20A,MegaKurosMario,NSMBU,Ground,Survive the trampoline course.,Medium,
Trials of Mario World 1-1,91CC-0000-004C-56FB,Reavyn,SMW,Underground,Join Yoshi to defeat and find out what Bowser is up to this time!,Medium,
Trials of Mario World 1-2,9F72-0000-004C-64DC,Reavyn,SMW,Ground/Underground,"Get to Yoshi, get to the exit.",Medium,
Trials of Mario World 1-3,5856-0000-0049-1565,Reavyn,SMW,Ground/Underwater,Hurry and find the way into Bowser's castle!,Medium,
Trials of Mario World 1-4,921A-0000-005F-A489,Reavyn,SMW,Castle,Can you get past Bowser's protection?,Medium - Hard,
Tricky Manor,449C-0000-0053-F1C6,Jon,SMB,Ghost,This place seems off...,Easy-Medium,
Triple Bowser Jr Challenge,8D64-0000-0046-E45A,IcarusGirl,SMW,Castle,,Medium,
Triple Threat Rules Apply,90A0-0000-003F-9B13,Tamashii,SMW,Castle,"Three key players, a deadly course, and a fun boss battle",Medium - Hard,
Trippy Boo House,A259-0000-004B-0A73,IcarusGirl,SMB3,Boo,Just run... or walk,Extremely Easy,
Trouble at the Duck Ponds,200B-0000-0058-6FB5,Mikeyrules,SMB,Ground/Underwater,A Duck Hunt themed level where you have to explore the Ponds and Sky.,Medium,
Turtle Power Puzzle,5347-0000-0030-BB62,morrison22,SMB3,Castle,"Stomp, kick and jump your way to the goal in this unique puzzle level.",Medium-Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkcjSE4LA
Turtle Rock,DD2D-0000-0048-2D5B,Brenen,SMW,Castle,Metroidvania Style SMW Castle; collect items and explore to advance!,Hard,
Turtles On Ice,FE79-0000-0024-429A,fzeroman5,SMB3,Ground/Underground,"Navigate the tricky ice filled areas,Watch out for bullet bill turtle launchers.",Medium-Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkdYh25cA
Two Paths,BE17-0000-0042-C424,Byonra,SMB3,Underwater / Ground,A fairly standard SMB3 level with two different paths.,Medium,
Tyketto's Maze,C616-0000-004C-AC04,JWL1986,NSMBU,Ground,A maze level created with assistance from a maze generator.,Medium - Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkc_5kZqg
Ultimate Bowser Challenge,3BE8-0000-0042-0CA5,mistermobile,NSMBU,Castle,Defeat the ULTIMATE BOWSER to finish the game.,Hard,http://imgur.com/N9ARKfu
Ultimate Castle,5B21-0000-002E-C098,Djidas,SMW,Castle,"The most hardcore challenge you have ever seen ! 12 hours to create, 6 to upload !",Very Hard,
Ultimate P-Switch Puzzler,BFC0-0000-0039-3B89,morrison22,SMB3,Ground,Guide Mario to the goal and overcome puzzles using the power of the P-Switch.,Medium-Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkcjWupZQ
Ultra-Gymnastics,B352-0000-005E-99A6,JonnyJinx,SMB,Ground/Castle,"Crazy level with a lot of jumping, making extensive use of Skinny Mario, Kuribo's Shoe and Buzzy Beetle shells!",Medium,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFJ5clFkg
Underground Fortress,713F-0000-0034-EBAF,N-Mario1984,SMB3,Ground/Underground,"Fight your way through the fortress, then get to the exit being blocked off.",Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iYsD7kJZDedg6
Underground Fun v1.1,1A74-0000-005B-453C,Tut,SMB,Underground,Underground puzzler with mutliple paths.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkdnZn6Sg
Underground Scavenger Hunt,1B00-0000-0069-DCDC,morrison22,SMW,Underground,"Take Mario along on an extreme scavenger hunt in this puzzle-ridden, multi-exit level.",Hard-Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkeNejwGQ
underwater precision needed,8C0D-0000-0057-920D,Raxamongin,SMB,Underwater,using the presion of 'a' navigate this hard maze! sorry!,Very Hard,
Upgrade in the Underside,F666-0000-007C-3E77,Tut,SMB3,Ground/Underground,Puzzler level where you have to upgrade your powerups to progress.,Medium-Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkfLOA3hw
Vicious Vines,E96D-0000-0042-B7F2,TWN,SMB3,Ground,Focused on vine platforming,Very Hard,
VVVVVV: Space Station 1,230E-0000-0072-09F6,Aeruon,SMB,Underground,An interesting level based on the first level of the 2010 masterpiece VVVVVV.,,
Wall Kick Chaos,E733-0000-0043-BD55,TWN,NSMBU,Airship,Test of Wall Jumping skills,Very Hard,
Waluigi's Airship Fleet,0F2B-0000-0059-606D,Tom,SMB,Airship,An airship fleet fit for the lankiest of the bros!  ,Extreme Kaizo,
Warship Raid!,EDF1-0000-003B-3991,Byonra,SMB,Airship,Fight your way through a huge warship.,Medium - Hard,
"We miss you, Satoru",2B8D-0000-003F-B8D9,t-bone,SMB,Underground,A mosaic picture of Iwata that you can walk around in or ignore,Very Easy,
"Wear a Shoe, Walk on Thwomp",7390-0000-004B-7FAF,jadpraet (Mii),SMB3,Underground,Make sure you get the shoes! Can you find the secret path and 2 bonus rooms?,Medium,
Welcome to Dreamland!,DF67-0000-004A-F5F9,Brenen,SMB,Ground,"Whimsical journey through Dreamland as Kirby, Metaknight, or King Dedede",Easy,
Welcome to the Twilight Zone,6236-0000-0077-6ACC,Buttons,SMB3,Ghost House,You are now entering a bizzare world of dizzying horrors. Survive and get the P!,Very Hard,http://bin.smwcentral.net/u/62/SMM_Twilight%2BZone.jpg
Who let the dogs out?,87A9-000-0058-CB54,eharper256/Jim,NSMBU,Bowser,A fun chain chomp themed level?,Medium-Hard,
Wicked Walls,108C-0000-005F-21B8,TWN,SMW,Ghost House,"Avoid getting crushed by moving walls, figure out how to break the loop",Medium,
Wiggler Woods,F983-0000-002E-6495,Muttleyy,NSMBU,Ground,Forrest themed level with unique boss at the end!,Easy - Medium,https://miiverse.nintendo.net/posts/AYQHAAABAACXVHhnTvvt6Q
Wiggler's cemetery,7C4A-0000-0038-CEE8,Rory,SMB3,Ghost House/ Castle,Do you wonder where wiggler's go when they are no more use to Bowser?,Medium,https://www.dropbox.com/s/sbczx36v9impke8/Wiggler%27s%20cemetery.jpg?dl=0
Wiggler's Haunted Manor,2E56-0000-0045-574E,,SMW,Ghost House,"Survive Wiggler's Manor by dodging ghosts, and utilizing brilliant puzzles.",Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZQ6uAJGBAt9K
Wigglers HATE Water,1782-0000-0074-06F0,TWN,SMW,Ground/Underwater,"Ride the wigglers on dry land, swim away from the ones underwater",Hard,
Wild Wacky Jungle Adventure,7682-0000-0068-5FA8,MrTaco,SMW,Ground,"A jungle and cave level, with plenty of vines over precarious pits.",,
Wild Yoshi Wranglin',064B-0000-0224-1FF9,Buttons,SMW,Ground/Airship,"Yeehaw!! Wild Yoshis are on the loose, it's time for Mario to round them up!",Hard,http://bin.smwcentral.net/u/62/SMM_Wild%2BYoshi%2BWranglin_1.jpg
With the Quickness!!,F01C-0000-0050-5A89,DMReturns,SMB3,Ground/Underground,Use your time wisely ;),Medium,
Woodshop,AB12-0000-003F-8A9C,Sfynx82,SMB3,Ground,Don't lose any limbs!,Medium,
World -1,283D-0000-003F-F64D,N-Mario1984,SMB,Underwater,Recreation of the minus world stage.,Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZDh_Y4s2X4JZ
World 1 Mini-Fortress (SMB3),D14C-0000-0050-4AB3,WhySoLimey,SMB3,Castle,Replica of Super Mario Bros. 3,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZu7zcygE6kqY
World 1-1 (SMB3),D6D0-0000-0047-45C1,WhySoLimey,SMB3,Ground,Replica of Super Mario Bros. 3,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZWXhwKv9xSj9
World 1-2 (SMB3),6E08-0000-0047-58E6,WhySoLimey,SMB3,Ground,Replica of Super Mario Bros. 3,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZWiFgfVKGR5F
World 1-3 (SMB3),B44A-0000-0047-6C6B,WhySoLimey,SMB3,Ground,Replica of Super Mario Bros. 3,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZWsooOsS4Sci
World 1-4 (SMB3),FA80-0000-004F-B47D,WhySoLimey,SMB3,Ground,Replica of Super Mario Bros. 3,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZtXiEoqePGab
World 1-5 (SMB3),BE26-0000-004F-EBA9,WhySoLimey,SMB3,Ground,Replica of Super Mario Bros. 3,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZt8p8OdfgUtx
World 1-6 (SMB3),C1C0-0000-0050-0039,WhySoLimey,SMB3,Ground,Replica of Super Mario Bros. 3,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZuKpARSbr2iB
World 1-Airship (SMB3),E4F7-0000-0050-31D6,WhySoLimey,SMB3,Airship,Replica of Super Mario Bros. 3,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZurw030fRZt5
World 2-Airship (SMB3),0501-0000-0050-518E,WhySoLimey,SMB3,Airship,Replica of Super Mario Bros. 3,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZvAOEoc6zMm1
Wrecking Crew: Microgame Edition,3D42-0000-0052-81A2,Teccy,SMB,Ground,Help Mario clear out the building and remove the unwanted pests before jumping from a top-floor window!,Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iaXIqcVWvTJFx
X-treme Bumper Buddies,692D-0000-0064-6E9F,Mayo,NSMBU,Ground,Bumper copters X 100,Hard,
Ye Olde Ghost Pirate Ship,2D44-0000-006B-B128,MrTaco,SMW,Airship,"A ghostly pirate ship with plenty of guns and bob-ombs on deck, and ghosts below deck. And more bob-ombs!",,
Yellow,2FF8-0000-0015-C695,Aeruon,SMB,Ground,A challenging level in the SMB style.,Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACXVHhnRSZWZQ
Yoshi And The Hungry Munchers,ED74-0000-0039-E79F,SteDL,SMW,Ground,A traditional level with a couple of secrets.,Easy,
Yoshi's Island 4-4 Milde's Fort,E889-0000-0051-0371,mchurus,SMW,Castle,A remake of a castle level from Yoshi's Island,Hard,
Yoshi's Rescue Mission,2E2E-0000-005C-678E,Lazy B,SMW,Ground/Underground,"Bowser kidnapped a bunch of Yoshi's friends, take Yoshi and save them.",Medium-Hard,
Yoshi's Sushi Safari,60CE-0000-0047-5419,TanookiToad,,Ground / Underwater,It's chow time for Yoshi in these Cheep-Cheep infested waters.,Medium-Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkcxOVr3Q
You Must Left to Stand a Chance,C56D-0000-0025-EBE8,N-Mario1984,SMB,Ground,Think you can go right? Think again!,Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iYRmjIynwUBZw
You Serve Me Now,0E65-0000-001E-1538,KnightofFenrir,SMB,Castle,An action driven level based on an even greater evil than Bowser...,Medium-Hard,http://imgur.com/NZmCAuJ
You Serve Me Now,0E65-0000-001E-1538,KnightofFenrir,SMB,Castle,An action driven level based on an even greater evil than Bowser...,Medium-Hard,http://imgur.com/NZmCAuJ
"You Shall Not Pass Without ""P""",D8CC-0000-0040-06BF,RetroGamerAaron,SMB3,Ground/Underground,"You start out near the goal, but you must find the ""P"" switch to reach it.",Medium,
YOU vs BOO Underwater Waltz,D95D-0000-0030-6CFF,,SMB,Underwater,Dancing with Boos underwater.,Medium,
"Your Pal, Yoshi",927D-0000-003F-A1F1,RetroGamerAaron,SMW,Ground,Simple and straight forward level. Very traditional feeling.,Easy,
Zakum Jump Quest (MapleStory),7A94-0000-0074-9D1D,Dudeman,SMW,Castle,Remake of the Zakum jump quest from the game MapleStory,Hard,
Zelda 2 Dungeon Tribute,69B3-0000-0034-DC2A,Teccy,SMB,Castle,Relive your Zelda 2 memories with this tribute to its unique palace maps!,Easy-Medium,
SMB3 World 8 Bowser's Castle,24D6-0000-007E-518A,N-Mario1984,SMB3,Ground/Castle,A slight remix of Bowser's final castle in SMB3,Easy/Medium,
Escape From Thwomp's Lair!,F8B2-0000-007F-3C75,ShadowSniper7 (Aaron),SMW,Castle,Escape from a Thwomp ruled castle filled with hidden secrets/shortcuts.  Can you find the hidden 1up?,Medium,
Pleasant Town (until mario came),6B6E-0000-0064-8949,Davideo7,SMB,Ground,A puzzle adventure where Mario isn't exactly the hero,Hard,http://img.youtube.com/vi/hYa_gpqLbpM/hqdefault.jpg
Flappy Bird,7A02-0000-0044-411E,Davideo7,SMW,Ground,"The popular mobile game has been ""ported""",Medium,http://img.youtube.com/vi/KDfYfytbMaM/hqdefault.jpg
♪Mario Circuit♪ Super Mario Kart,9344-0000-007E-4BE8,Davideo7,SMB,Ground,I've recreated the beginning of this song with the limited features,Medium,http://img.youtube.com/vi/NkSecNvYAxg/hqdefault.jpg
Vizzed Firefight: Flight Fight,7A02-0000-0044-411E,Davideo7,NSMBU,Ground,Survive waves of enemies for 80 seconds,Hard,http://img.youtube.com/vi/3dmdIENjlS4/hqdefault.jpg
Super Mario Bros. 1-1,F249-0000-0025-6570,Davideo7,SMB,Ground,1:1 scale recreation of World 1-1 in SMB1,Easy,http://img.youtube.com/vi/PpZVtHcr-Io/hqdefault.jpg
Super Mario Bros. 3 1-1,5C65-0000-0049-3FC7,Davideo7,SMB3,Ground,Near perfect 1:1 scale recreation of Super Mario Bros. 3 level 1-1,Easy,http://img.youtube.com/vi/SuOsfepLfcE/hqdefault.jpg
Vizzed Firefight SMB Underground,EE87-0000-0035-5B44,Davideo7,SMB,Underground,Survive waves of enemies for 80 seconds,Very Hard,http://img.youtube.com/vi/HNXeuw2_8j8/hqdefault.jpg
Vizzed Firefight SMB3 Airship,7A02-0000-0044-411E,Davideo7,SMB3,Airship,Survive waves of enemies for 80 seconds,Very Hard,http://img.youtube.com/vi/u3U5JdB3uy4/hqdefault.jpg
Vizzed Firefight SMW Ghost House,3D4B-0000-0079-0B2F,Davideo7,SMW,Ghost House,Survive waves of enemies for 80 seconds,Hard,http://img.youtube.com/vi/oro2pZdXkaQ/hqdefault.jpg
♪Dr. Wily's Stage 1♪ Mega Man 2,81EA-0000-006F-3FDD,Davideo7,SMB,Ground,I've recreated the beginning of this song with the limited features,Very Easy,http://img.youtube.com/vi/Cjrfy8LLbYA/hqdefault.jpg
King of my Koopa Castle v2,9575-0000-007F-F355,SuperiorShibata,SMB3,Castle,"Retooled easier version of an earlie rmade level, has a few new secrets too",Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69icJty441k25sv
Monty Mole Ain't Stupid,12B4-0000-0081-0C9B,Master_A1,SMW,Underground,The Poochy mechanics are perfectly transfered for this level.,Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFKKonaPA
Yoshi's Garden,96F1-0000-0080-5ED2,ShellPhish,SMW,Ground,A tour through yoshi's backyard garden ,Easy-Medium,
Whatever you want to call it :),51C6-0000-0073-12F0,ShellPhish,SMB,Underground,Throwback underground level with a tricky trampoline section ,Medium-Hard,
Hurry to the exit! (70sec),E184-0000-0082-1964,I-am-the-steve,SMW,Underground,Maze-like level with short time limit and plattforming,Medium,
Melody Roads: Athletic (SMW),604E-0000-0083-24A1,PeachToadstool,SMW,Airship,A musical course featuring platforming and listening paths.,Hard - Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkfmpM7GQ
The Final Castle: Danger Above,A948-0000-0081-D380,themantis5000,SMB,Castle,Three boss fights in a classic design.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkffmcSZA
Magikoopa's Magnificent Airship!,25A2-0000-0082-965F,themantis5000,SMB3,Airship,Magikoopa attacks in a classic airship design.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkfjd6P6Q
From The Ground Up,8414-0000-0080-5F8D,Rose,NSMBU,Underground,Platforming level with multiple options for finishnig the level.,Medium,
Super Mario World Flight Test,3F0B-0000-0085-4C66,N-Mario1984,SMW,Ground,You need to know how to fly really good to passs this course.,Medium,
Who Took the Loot?,C5DE-0000-0086-5B61,Hanakane,SMB,Ghost House,Can you find out who's been burgling houses in Oldville Town?,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkfyECY5A
